Datetime,METAR
2026-04-08 06:22 UTC,METAR WSSS 080600Z 18009KT 9999 FEW020TCU BKN300 32/26 Q1009 NOSIG
2026-04-08 07:58 UTC,METAR WSSS 080730Z 18009KT 9999 FEW020CB BKN300 32/25 Q1008 NOSIG
2026-04-08 09:06 UTC,METAR WSSS 080900Z 16008KT 130V190 9999 VCSH FEW017CB FEW018TCU BKN300 31/25 Q1008 NOSIG
2026-04-08 10:35 UTC,METAR WSSS 081030Z 07009KT 9999 VCTS FEW017CB FEW018TCU SCT070 30/25 Q1009 BECMG FM1130 TL1200 NSW
2026-04-08 11:51 UTC,METAR WSSS 081130Z 36011KT 9999 -TSRA FEW017CB FEW018TCU SCT300 27/23 Q1009 BECMG TL1200 NSW
2026-04-08 13:13 UTC,METAR WSSS 081300Z 34006KT 9999 FEW018 SCT300 27/24 Q1010 NOSIG
2026-04-08 14:51 UTC,METAR WSSS 081430Z 34004KT 9999 FEW018 BKN300 26/22 Q1011 NOSIG
2026-04-08 16:12 UTC,METAR WSSS 081600Z 32003KT 9999 FEW018 BKN300 26/22 Q1011 NOSIG
2026-04-08 17:38 UTC,METAR WSSS 081730Z 33004KT 9999 FEW018 BKN300 26/23 Q1011 NOSIG
2026-04-08 19:10 UTC,METAR WSSS 081900Z 34002KT 9999 FEW018 BKN300 25/23 Q1010 NOSIG
2026-04-08 20:07 UTC,METAR WSSS 082000Z 36003KT 9999 FEW018 BKN300 25/24 Q1009 NOSIG
2026-04-08 21:08 UTC,METAR WSSS 082100Z 32003KT 9999 FEW018 BKN300 26/24 Q1009 NOSIG
2026-04-08 22:05 UTC,METAR WSSS 082200Z 00000KT 9999 FEW018 FEW020CB BKN300 26/24 Q1010 NOSIG
2026-04-08 23:06 UTC,METAR WSSS 082300Z VRB01KT 8000 FEW018 FEW020TCU BKN300 26/24 Q1010 NOSIG
2026-04-08 23:58 UTC,METAR WSSS 082330Z VRB01KT 7000 FEW018 FEW020TCU BKN300 26/24 Q1011 NOSIG
2026-04-09 02:40 UTC,METAR WSSS 090230Z 16007KT 6000 -TSRA FEW014 FEW016CB SCT018TCU 28/25 Q1013 BECMG FM0245 TL0300 NSW
2026-04-09 05:05 UTC,METAR WSSS 090500Z 17009KT 8000 FEW016 FEW018TCU SCT160 29/26 Q1011 NOSIG
2026-04-09 06:53 UTC,METAR WSSS 090630Z 17005KT 7000 FEW018 SCT170 BKN260 28/26 Q1010 NOSIG
2026-04-09 08:17 UTC,METAR WSSS 090800Z 10005KT 040V120 7000 FEW018 SCT170 BKN270 29/25 Q1009 NOSIG
2026-04-09 09:46 UTC,METAR WSSS 090930Z 10004KT 060V120 6000 FEW020 SCT170 BKN280 29/25 Q1009 NOSIG
2026-04-09 10:55 UTC,METAR WSSS 091030Z 10005KT 070V130 8000 FEW020 BKN280 29/25 Q1009 NOSIG
2026-04-09 11:52 UTC,METAR WSSS 091130Z 11004KT 070V140 6000 FEW018 BKN280 28/25 Q1009 NOSIG
2026-04-09 13:17 UTC,METAR WSSS 091300Z 34003KT 9999 FEW018 SCT280 27/25 Q1010 NOSIG
2026-04-09 15:04 UTC,METAR WSSS 091500Z 34002KT 9999 FEW018 BKN300 26/25 Q1012 NOSIG
2026-04-09 16:46 UTC,METAR WSSS 091630Z 00000KT 9999 FEW018 BKN300 27/24 Q1013 NOSIG
2026-04-09 17:55 UTC,METAR WSSS 091730Z VRB02KT 9999 FEW018 FEW020CB BKN300 26/25 Q1012 NOSIG
2026-04-09 19:02 UTC,METAR WSSS 091900Z 34002KT 9999 FEW018 BKN300 26/24 Q1011 NOSIG
2026-04-09 20:10 UTC,METAR WSSS 092000Z 31003KT 9999 FEW018 BKN300 26/25 Q1011 NOSIG
2026-04-09 21:07 UTC,METAR WSSS 092100Z 32003KT 9000 FEW018CB BKN300 26/25 Q1011 TEMPO FM2145 TL2245 25012KT 4000 SHRA
2026-04-09 22:03 UTC,METAR WSSS 092130Z 32003KT 8000 FEW018CB SCT030 BKN300 26/25 Q1010 TEMPO FM2145 TL2245 25012G25KT 3000 TSRA
2026-04-09 23:06 UTC,METAR WSSS 092300Z VRB01KT 6000 FEW017TCU SCT060 BKN300 26/25 Q1011 RETS NOSIG
2026-04-09 23:59 UTC,METAR WSSS 092330Z VRB02KT 6000 FEW018TCU SCT060 BKN300 26/25 Q1011 NOSIG
2026-04-10 03:27 UTC,METAR WSSS 100300Z 05005KT 360V100 9999 FEW020 BKN300 31/23 Q1012 NOSIG
2026-04-10 05:36 UTC,METAR WSSS 100530Z 17008KT 130V200 9999 FEW020 BKN280 31/24 Q1011 NOSIG
2026-04-10 07:21 UTC,METAR WSSS 100700Z 18007KT 9999 FEW018TCU SCT280 32/24 Q1009 NOSIG
2026-04-10 08:51 UTC,METAR WSSS 100830Z 18008KT 9999 FEW018TCU SCT280 BKN300 31/23 Q1008 NOSIG
2026-04-10 10:05 UTC,METAR WSSS 101000Z 35006KT 280V040 9999 VCTS FEW014 FEW017CB FEW018TCU SCT040 29/24 Q1009 BECMG FM1015 TL1030 NSW
2026-04-10 11:25 UTC,METAR WSSS 101100Z 35004KT 9999 FEW018 FEW020TCU BKN270 28/24 Q1010 NOSIG
2026-04-10 12:04 UTC,METAR WSSS 101200Z 03008KT 9999 FEW018TCU SCT270 29/25 Q1010 NOSIG
2026-04-10 13:53 UTC,METAR WSSS 101330Z 05005KT 010V100 9999 FEW018TCU SCT150 BKN300 29/25 Q1011 NOSIG
2026-04-10 14:43 UTC,METAR WSSS 101430Z 05005KT 030V090 9999 FEW018 BKN180 29/25 Q1012 NOSIG
2026-04-10 15:47 UTC,METAR WSSS 101530Z 02005KT 330V080 9999 FEW018 BKN170 29/25 Q1012 NOSIG
2026-04-10 16:45 UTC,METAR WSSS 101630Z 36003KT 330V070 9999 FEW018 BKN300 28/25 Q1012 NOSIG
2026-04-10 17:43 UTC,METAR WSSS 101730Z 04006KT 9999 FEW018 BKN300 28/25 Q1011 NOSIG
2026-04-10 18:44 UTC,METAR WSSS 101830Z 04004KT 360V070 9999 FEW018 BKN300 28/25 Q1010 NOSIG
2026-04-10 19:40 UTC,METAR WSSS 101930Z VRB02KT 9999 FEW018 BKN300 27/25 Q1010 NOSIG
2026-04-10 20:31 UTC,METAR WSSS 102030Z VRB02KT 9999 FEW018 BKN300 27/25 Q1010 NOSIG
2026-04-10 21:33 UTC,METAR WSSS 102130Z 03003KT 340V080 9999 FEW018 BKN300 28/25 Q1010 NOSIG
2026-04-10 22:32 UTC,METAR WSSS 102230Z 05005KT 020V080 9999 FEW018 BKN300 28/25 Q1010 NOSIG
2026-04-10 23:30 UTC,METAR WSSS 102300Z 10005KT 070V130 9999 FEW016 FEW018TCU BKN300 28/25 Q1010 NOSIG
2026-04-11 01:56 UTC,METAR WSSS 110130Z VRB03KT 8000 -SHRA FEW015 FEW017TCU FEW020CB SCT300 29/26 Q1012 NOSIG
2026-04-11 04:21 UTC,METAR WSSS 110400Z VRB05KT 9999 FEW018TCU FEW020CB SCT300 32/24 Q1011 NOSIG
2026-04-11 05:43 UTC,METAR WSSS 110530Z 18004KT 120V250 9999 FEW018TCU SCT270 31/25 Q1010 NOSIG
2026-04-11 06:56 UTC,METAR WSSS 110630Z 16008KT 9999 FEW020TCU SCT030 30/25 Q1008 NOSIG
2026-04-11 07:48 UTC,METAR WSSS 110730Z 15008KT 110V190 9999 FEW020TCU SCT270 31/26 Q1008 NOSIG
2026-04-11 08:37 UTC,METAR WSSS 110830Z 16007KT 9999 VCSH FEW016 FEW018TCU SCT025 30/25 Q1007 NOSIG
2026-04-11 09:36 UTC,METAR WSSS 110930Z 13005KT 080V160 9000 -SHRA FEW014 SCT017TCU FEW018CB 30/25 Q1007 TEMPO FM0950 TL1040 4000 TSRA
2026-04-11 10:30 UTC,METAR WSSS 111000Z 17006KT 4500 -TSRA FEW012 FEW015CB SCT016TCU 29/26 Q1008 BECMG FM1050 TL1100 6000 NSW
2026-04-11 11:03 UTC,METAR WSSS 111100Z 10005KT 6000 -TSRA FEW013 FEW015CB FEW016TCU SCT025 28/26 Q1008 BECMG TL1115 NSW
2026-04-11 11:52 UTC,METAR WSSS 111130Z 14005KT 7000 -TSRA FEW013 FEW015CB FEW016TCU BKN160 28/26 Q1008 BECMG FM1200 TL1215 NSW
2026-04-11 12:50 UTC,METAR WSSS 111230Z 08006KT 8000 -TSRA FEW016CB FEW018TCU BKN160 28/25 Q1010 BECMG FM1315 TL1330 NSW
2026-04-11 13:52 UTC,METAR WSSS 111330Z 14004KT 8000 -RA FEW018CB SCT040 BKN160 27/25 Q1010 NOSIG
2026-04-11 14:33 UTC,METAR WSSS 111430Z 11006KT 9999 FEW016 SCT050 28/25 Q1011 NOSIG
2026-04-11 15:29 UTC,METAR WSSS 111500Z 12007KT 9999 FEW016 BKN270 27/25 Q1011 NOSIG
2026-04-11 15:59 UTC,METAR WSSS 111530Z 11004KT 080V150 9999 FEW018 BKN270 27/24 Q1011 NOSIG
2026-04-11 16:46 UTC,METAR WSSS 111630Z 15004KT 110V190 9999 FEW018 BKN280 27/25 Q1011 NOSIG
2026-04-11 17:27 UTC,METAR WSSS 111700Z 15004KT 9999 FEW018 SCT050 BKN280 28/23 Q1011 NOSIG
2026-04-11 17:58 UTC,METAR WSSS 111730Z 00000KT 9999 FEW018 BKN280 27/24 Q1010 NOSIG
2026-04-11 18:52 UTC,METAR WSSS 111830Z 34001KT 9999 FEW018 SCT280 26/23 Q1009 NOSIG
2026-04-11 19:32 UTC,METAR WSSS 111930Z VRB01KT 9999 FEW018 BKN280 26/24 Q1009 NOSIG
2026-04-11 20:27 UTC,METAR WSSS 112000Z VRB03KT 9999 FEW018 BKN280 28/24 Q1008 NOSIG
2026-04-11 21:00 UTC,METAR WSSS 112030Z VRB02KT 9999 FEW018 BKN300 27/25 Q1008 NOSIG
2026-04-11 21:55 UTC,METAR WSSS 112130Z VRB02KT 9999 FEW018 BKN300 27/25 Q1009 NOSIG
2026-04-11 22:28 UTC,METAR WSSS 112200Z VRB02KT 9999 FEW018 SCT150 BKN300 27/25 Q1009 NOSIG
2026-04-11 23:01 UTC,METAR WSSS 112300Z 10006KT 9999 FEW018 FEW020TCU BKN300 28/25 Q1009 NOSIG
2026-04-11 23:57 UTC,METAR WSSS 112330Z 11003KT 9999 FEW018 FEW020TCU BKN300 28/25 Q1010 NOSIG
2026-04-12 02:46 UTC,METAR WSSS 120230Z 13006KT 090V170 9999 SCT016 FEW018CB BKN300 30/26 Q1011 NOSIG
2026-04-12 05:19 UTC,METAR WSSS 120500Z 19009KT 9999 FEW016 FEW018TCU FEW020CB SCT180 28/24 Q1010 NOSIG
2026-04-12 06:52 UTC,METAR WSSS 120630Z 16005KT 130V190 9999 FEW018 FEW020TCU SCT190 28/24 Q1009 NOSIG
2026-04-12 08:00 UTC,METAR WSSS 120730Z 19004KT 9999 FEW018 SCT200 28/23 Q1007 NOSIG
2026-04-12 09:10 UTC,METAR WSSS 120900Z 12003KT 080V180 9999 FEW020 BKN280 30/23 Q1007 NOSIG
2026-04-12 10:05 UTC,METAR WSSS 121000Z VRB02KT 9999 FEW020 BKN300 30/23 Q1007 NOSIG
2026-04-12 11:04 UTC,METAR WSSS 121100Z VRB02KT 9999 FEW018 FEW020CB BKN300 28/24 Q1007 NOSIG
2026-04-12 11:54 UTC,METAR WSSS 121130Z 09003KT 040V130 9999 FEW018 BKN300 29/24 Q1008 NOSIG
2026-04-12 12:53 UTC,METAR WSSS 121230Z 32002KT 9999 FEW018 BKN300 27/24 Q1008 NOSIG
2026-04-12 13:57 UTC,SPECI WSSS 121341Z 11004KT 070V160 9999 FEW018 BKN300 28/24 Q1009 NOSIG
2026-04-12 14:42 UTC,METAR WSSS 121430Z 10003KT 080V140 9000 FEW018 BKN300 28/24 Q1010 NOSIG
2026-04-12 15:32 UTC,METAR WSSS 121530Z 10005KT 9999 FEW018 BKN300 28/25 Q1011 NOSIG
2026-04-12 16:33 UTC,METAR WSSS 121630Z 10005KT 9999 FEW018 BKN300 28/25 Q1011 NOSIG
2026-04-12 17:30 UTC,METAR WSSS 121700Z 11003KT 060V140 9999 FEW018 BKN300 28/25 Q1011 NOSIG
2026-04-12 18:40 UTC,METAR WSSS 121830Z 11005KT 9999 FEW016 BKN300 28/26 Q1010 NOSIG
2026-04-12 19:36 UTC,METAR WSSS 121930Z 11004KT 9999 FEW016 BKN300 28/26 Q1009 NOSIG
2026-04-12 20:30 UTC,METAR WSSS 122000Z 08005KT 9999 FEW016 BKN300 28/26 Q1009 NOSIG
2026-04-12 21:30 UTC,METAR WSSS 122100Z 09006KT 9999 FEW016 SCT160 BKN300 28/26 Q1008 NOSIG
2026-04-12 22:28 UTC,METAR WSSS 122200Z 08005KT 9999 FEW016 BKN300 28/25 Q1009 NOSIG
2026-04-12 23:03 UTC,METAR WSSS 122300Z 04006KT 020V090 9999 FEW016 BKN300 28/26 Q1009 NOSIG
2026-04-12 23:58 UTC,METAR WSSS 122330Z 05004KT 360V130 9999 FEW016 BKN300 28/25 Q1010 NOSIG
2026-04-13 03:33 UTC,METAR WSSS 130330Z 09010KT 060V130 9999 FEW018 BKN300 32/26 Q1011 NOSIG
2026-04-13 06:10 UTC,METAR WSSS 130600Z 09008KT 030V110 9999 FEW018TCU FEW020CB BKN300 33/24 Q1009 NOSIG
2026-04-13 08:26 UTC,METAR WSSS 130800Z 10011KT 9999 FEW018TCU FEW020CB BKN300 31/25 Q1007 NOSIG
2026-04-13 10:13 UTC,METAR WSSS 131000Z 11012KT 9999 FEW018 FEW020CB BKN180 29/25 Q1008 NOSIG
2026-04-13 11:48 UTC,METAR WSSS 131130Z 12004KT 080V210 9999 FEW018 SCT150 BKN180 29/24 Q1009 NOSIG
2026-04-13 13:17 UTC,METAR WSSS 131300Z 03007KT 9999 FEW018 SCT140 29/25 Q1009 NOSIG
2026-04-13 14:59 UTC,METAR WSSS 131430Z 10004KT 060V130 9999 FEW018 BKN130 29/25 Q1011 NOSIG
2026-04-13 16:18 UTC,METAR WSSS 131600Z 11004KT 030V150 9999 FEW016 BKN140 29/26 Q1011 NOSIG
2026-04-13 17:36 UTC,METAR WSSS 131730Z 10004KT 9999 FEW016 BKN140 29/25 Q1010 NOSIG
2026-04-13 19:08 UTC,METAR WSSS 131900Z 09005KT 060V120 9999 FEW018 BKN150 29/26 Q1009 NOSIG
2026-04-13 20:30 UTC,METAR WSSS 132000Z 09004KT 030V120 9999 FEW018 BKN150 29/26 Q1008 NOSIG
2026-04-13 21:43 UTC,METAR WSSS 132130Z VRB03KT 9999 FEW016 BKN150 29/26 Q1009 NOSIG
2026-04-13 22:39 UTC,METAR WSSS 132230Z 10005KT 040V130 9999 FEW016 SCT150 BKN300 29/26 Q1009 NOSIG
2026-04-13 23:38 UTC,METAR WSSS 132330Z 10005KT 9999 FEW016 BKN300 29/26 Q1010 NOSIG
2026-04-14 02:08 UTC,METAR WSSS 140200Z 07006KT 020V110 9999 FEW016 BKN300 31/25 Q1011 NOSIG
2026-04-14 05:08 UTC,METAR WSSS 140500Z 18005KT 130V300 9999 FEW018 FEW020TCU BKN300 32/24 Q1010 NOSIG
2026-04-14 07:05 UTC,METAR WSSS 140700Z 17012KT 9999 TS FEW017CB FEW018TCU SCT040 BKN300 32/25 Q1008 BECMG FM0720 TL0730 NSW
2026-04-14 08:59 UTC,SPECI WSSS 140833Z 16008KT 130V200 9999 TS FEW017CB FEW018TCU BKN300 32/24 Q1007 TEMPO FM0930 TL1020 3000 TSRA
2026-04-14 10:22 UTC,METAR WSSS 141000Z 34008KT 9999 FEW017CB FEW018TCU SCT030 29/24 Q1007 NOSIG
2026-04-14 11:35 UTC,METAR WSSS 141130Z 35005KT 9999 FEW016 BKN300 27/25 Q1008 NOSIG
2026-04-14 13:17 UTC,METAR WSSS 141300Z 34004KT 300V010 9999 FEW016 FEW018CB BKN300 28/25 Q1010 NOSIG
2026-04-14 14:59 UTC,METAR WSSS 141430Z VRB01KT 9999 FEW016 FEW018CB BKN300 27/26 Q1010 NOSIG
2026-04-14 16:15 UTC,METAR WSSS 141600Z 16004KT 110V200 9999 FEW018 BKN300 29/25 Q1011 NOSIG
2026-04-14 17:41 UTC,METAR WSSS 141730Z 18004KT 140V200 9999 FEW018 BKN300 28/25 Q1010 NOSIG
2026-04-14 19:07 UTC,METAR WSSS 141900Z 20004KT 9999 FEW018 BKN300 27/25 Q1009 NOSIG
2026-04-14 20:29 UTC,METAR WSSS 142000Z 21003KT 9999 SCT018 BKN300 27/25 Q1008 NOSIG
2026-04-14 21:26 UTC,METAR WSSS 142100Z 00000KT 9999 SCT018 BKN300 27/24 Q1008 NOSIG
2026-04-14 22:10 UTC,METAR WSSS 142200Z VRB02KT 9999 SCT018 BKN300 28/24 Q1008 NOSIG
2026-04-14 23:09 UTC,METAR WSSS 142300Z VRB01KT 9999 FEW018TCU SCT020 BKN300 28/25 Q1009 NOSIG
2026-04-15 00:05 UTC,METAR WSSS 150000Z 26003KT 190V310 8000 FEW018TCU FEW020CB BKN300 28/25 Q1010 NOSIG
2026-04-15 03:46 UTC,METAR WSSS 150330Z 17009KT 9999 FEW015 FEW017TCU FEW018CB BKN270 28/24 Q1011 NOSIG
2026-04-15 05:57 UTC,METAR WSSS 150530Z 16005KT 110V190 9999 FEW018 BKN280 30/24 Q1009 NOSIG
2026-04-15 07:52 UTC,METAR WSSS 150730Z 17007KT 9999 FEW020TCU BKN280 31/23 Q1007 NOSIG
2026-04-15 09:14 UTC,METAR WSSS 150900Z 16008KT 9999 FEW020TCU BKN300 31/23 Q1007 NOSIG
2026-04-15 10:41 UTC,METAR WSSS 151030Z 18005KT 9999 FEW018 FEW020TCU BKN300 30/24 Q1007 NOSIG
2026-04-15 11:53 UTC,METAR WSSS 151130Z 17005KT 9999 FEW018 BKN300 29/24 Q1008 NOSIG
2026-04-15 13:16 UTC,METAR WSSS 151300Z 16005KT 9999 FEW016 BKN300 28/24 Q1008 NOSIG
2026-04-15 14:52 UTC,METAR WSSS 151430Z 15005KT 9999 FEW016 BKN300 29/24 Q1009 NOSIG
2026-04-15 16:01 UTC,METAR WSSS 151600Z 13003KT 100V180 9999 FEW016 BKN300 28/24 Q1010 NOSIG
2026-04-15 17:37 UTC,METAR WSSS 151730Z VRB02KT 9999 FEW016 BKN300 27/24 Q1009 NOSIG
2026-04-15 19:10 UTC,METAR WSSS 151900Z VRB02KT 9999 FEW016 BKN300 27/25 Q1008 NOSIG
2026-04-15 20:12 UTC,METAR WSSS 152000Z 20001KT 9999 FEW016 BKN300 27/24 Q1008 NOSIG
2026-04-15 21:12 UTC,METAR WSSS 152100Z 21002KT 6000 FEW016 BKN300 26/24 Q1008 NOSIG
2026-04-15 22:08 UTC,METAR WSSS 152200Z 19002KT 6000 FEW016 BKN300 27/23 Q1008 NOSIG
2026-04-15 23:08 UTC,METAR WSSS 152300Z VRB02KT 9000 FEW016 BKN300 27/24 Q1008 NOSIG
2026-04-16 00:05 UTC,METAR WSSS 160000Z 18003KT 110V200 9999 FEW016 BKN300 29/25 Q1009 NOSIG
2026-04-16 03:52 UTC,METAR WSSS 160330Z 11007KT 080V140 9999 FEW018TCU BKN300 32/23 Q1010 NOSIG
2026-04-16 05:58 UTC,METAR WSSS 160530Z 19008KT 130V220 9999 VCSH FEW018CB SCT020 BKN300 33/24 Q1009 NOSIG
2026-04-16 07:56 UTC,METAR WSSS 160330Z 11007KT 080V140 9999 FEW018TCU BKN300 32/23 Q1010 NOSIG
2026-04-16 09:19 UTC,METAR WSSS 132330Z 10005KT 9999 FEW016 BKN300 29/26 Q1010 NOSIG
2026-04-16 11:56 UTC,METAR WSSS 161130Z 10007KT 9999 FEW018 FEW020TCU SCT280 29/25 Q1007 NOSIG
2026-04-16 13:42 UTC,METAR WSSS 161330Z 09004KT 060V120 9999 FEW018 BKN300 29/25 Q1009 NOSIG
2026-04-16 15:22 UTC,METAR WSSS 161500Z 09006KT 9999 FEW018 BKN300 29/25 Q1010 NOSIG
2026-04-16 16:53 UTC,METAR WSSS 161630Z 06005KT 9999 FEW016 BKN300 29/25 Q1010 NOSIG
2026-04-16 18:05 UTC,METAR WSSS 161800Z 08004KT 020V170 9999 FEW016 BKN300 29/26 Q1009 NOSIG
2026-04-16 19:43 UTC,METAR WSSS 161930Z 07004KT 030V090 9999 FEW016 BKN300 29/25 Q1008 NOSIG
2026-04-16 20:43 UTC,METAR WSSS 162030Z 06004KT 030V130 9999 FEW016 BKN300 28/25 Q1008 NOSIG
2026-04-16 21:38 UTC,METAR WSSS 162130Z VRB02KT 9999 SCT016 BKN300 28/25 Q1008 NOSIG
2026-04-16 22:35 UTC,METAR WSSS 162230Z 10003KT 080V150 9999 FEW016 FEW018TCU FEW020CB BKN300 28/25 Q1008 NOSIG
2026-04-16 23:36 UTC,METAR WSSS 162330Z 14005KT 9999 FEW016 FEW018TCU FEW020CB BKN300 28/25 Q1009 NOSIG
2026-04-17 02:09 UTC,METAR WSSS 170200Z 15007KT 9999 SCT018 FEW020TCU BKN300 31/25 Q1011 NOSIG
2026-04-17 05:14 UTC,METAR WSSS 170500Z 16009KT 110V190 9999 VCSH FEW017TCU FEW018CB SCT030 BKN300 32/25 Q1010 NOSIG
2026-04-17 07:09 UTC,METAR WSSS 170700Z 16009KT 120V190 9999 SCT018 FEW020TCU BKN300 32/25 Q1008 NOSIG
2026-04-17 08:59 UTC,METAR WSSS 170830Z VRB06G16KT 9999 FEW018 BKN160 30/25 Q1007 NOSIG
2026-04-17 10:19 UTC,METAR WSSS 171000Z 09006KT 030V140 9999 FEW018 BKN300 30/24 Q1006 NOSIG
2026-04-17 11:28 UTC,METAR WSSS 171100Z 08007KT 010V120 9999 FEW018 BKN300 30/24 Q1006 NOSIG
2026-04-17 12:09 UTC,METAR WSSS 171200Z 06006KT 350V080 9999 FEW016 BKN300 29/24 Q1007 NOSIG
2026-04-17 14:02 UTC,METAR WSSS 171400Z 05005KT 020V090 9999 FEW018 BKN300 29/25 Q1009 NOSIG
2026-04-17 15:34 UTC,METAR WSSS 171530Z 08004KT 010V130 9999 FEW016 BKN300 29/25 Q1010 NOSIG
2026-04-17 16:51 UTC,METAR WSSS 171630Z VRB03KT 9999 FEW018 BKN300 29/25 Q1010 NOSIG
2026-04-17 17:46 UTC,METAR WSSS 171730Z VRB02KT 9999 FEW016 BKN300 27/25 Q1009 NOSIG
2026-04-17 18:54 UTC,METAR WSSS 171830Z VRB02KT 9999 FEW016 BKN300 27/25 Q1009 NOSIG
2026-04-17 19:56 UTC,METAR WSSS 171930Z 34002KT 9999 FEW016 BKN300 27/25 Q1008 NOSIG
2026-04-17 20:41 UTC,METAR WSSS 172030Z 33003KT 9999 FEW014 BKN300 27/26 Q1008 NOSIG
2026-04-17 21:37 UTC,METAR WSSS 172130Z 33002KT 9999 FEW016 BKN300 26/25 Q1008 NOSIG
2026-04-17 22:34 UTC,METAR WSSS 172230Z VRB02KT 9000 FEW016 BKN300 27/25 Q1008 NOSIG
2026-04-17 23:35 UTC,METAR WSSS 172330Z 33003KT 300V010 7000 FEW018TCU BKN300 27/26 Q1009 NOSIG
2026-04-18 02:00 UTC,METAR WSSS 180130Z 02006KT 330V070 9999 FEW016 BKN300 30/24 Q1009 NOSIG
2026-04-18 04:43 UTC,METAR WSSS 180430Z 07007KT 360V130 9999 FEW020TCU BKN300 32/25 Q1009 NOSIG
2026-04-18 06:11 UTC,METAR WSSS 180600Z 03008KT 9999 FEW018CB FEW020TCU BKN300 33/24 Q1008 NOSIG
2026-04-18 07:39 UTC,METAR WSSS 180730Z 11009KT 040V160 9999 FEW018CB FEW020TCU BKN300 32/23 Q1007 NOSIG
2026-04-18 08:42 UTC,METAR WSSS 180830Z 09008KT 020V120 9999 FEW018CB FEW020TCU SCT060 BKN300 31/25 Q1006 TEMPO FM0845 TL0930 4000 SHRA
2026-04-18 09:42 UTC,METAR WSSS 180930Z 30005KT 180V350 9999 FEW016 FEW018TCU SCT040 28/24 Q1007 NOSIG
2026-04-18 10:36 UTC,METAR WSSS 181030Z VRB01KT 9999 FEW016 FEW018TCU SCT040 28/26 Q1007 NOSIG
2026-04-18 11:31 UTC,METAR WSSS 181130Z 33004KT 9999 FEW016 BKN300 28/25 Q1008 NOSIG
2026-04-18 12:54 UTC,METAR WSSS 181230Z VRB02KT 9999 FEW018 BKN300 28/25 Q1008 NOSIG
2026-04-18 13:59 UTC,METAR WSSS 181330Z 05005KT 010V110 9999 FEW018 BKN300 29/25 Q1009 NOSIG
2026-04-18 14:49 UTC,METAR WSSS 181430Z 36004KT 320V050 9999 FEW018 BKN300 28/25 Q1009 NOSIG
2026-04-18 15:34 UTC,METAR WSSS 181530Z 04006G16KT 340V070 9999 FEW018 BKN300 29/25 Q1010 NOSIG
2026-04-18 16:34 UTC,METAR WSSS 181630Z 35004KT 300V070 9999 FEW018 BKN300 28/25 Q1010 NOSIG
2026-04-18 17:33 UTC,METAR WSSS 181730Z 34003KT 9999 FEW018 BKN300 28/25 Q1009 NOSIG
2026-04-18 18:41 UTC,METAR WSSS 181830Z 33002KT 9999 FEW018 BKN300 27/26 Q1009 NOSIG
2026-04-18 19:37 UTC,METAR WSSS 181930Z 33002KT 9999 FEW018 FEW020CB BKN300 27/25 Q1008 NOSIG
2026-04-18 20:31 UTC,METAR WSSS 182030Z VRB02KT 9999 FEW018 FEW020CB BKN300 27/25 Q1008 NOSIG
2026-04-18 21:30 UTC,METAR WSSS 182100Z 36002KT 9999 FEW018 BKN300 27/25 Q1008 NOSIG
2026-04-18 22:29 UTC,METAR WSSS 182200Z 34003KT 9999 FEW014 BKN300 27/25 Q1008 NOSIG
2026-04-18 23:05 UTC,METAR WSSS 182300Z 32003KT 9999 FEW018 BKN300 27/25 Q1008 NOSIG
2026-04-18 23:58 UTC,METAR WSSS 182330Z 33003KT 9999 FEW018 BKN300 27/25 Q1009 NOSIG
2026-04-19 03:30 UTC,METAR WSSS 190300Z 08006KT 020V150 9999 FEW016 FEW018TCU BKN300 32/25 Q1010 NOSIG
2026-04-19 05:55 UTC,METAR WSSS 190530Z VRB04KT 7000 -SHRA FEW014 SCT016TCU FEW018CB 31/25 Q1008 NOSIG
2026-04-19 07:15 UTC,METAR WSSS 190700Z 04008KT 9000 VCSH FEW014 SCT016TCU FEW018CB 31/24 Q1007 NOSIG
2026-04-19 08:30 UTC,METAR WSSS 190800Z 06009KT 020V100 9000 VCTS FEW014 FEW015CB SCT017TCU 30/25 Q1006 BECMG TL0815 NSW
2026-04-19 09:42 UTC,METAR WSSS 190930Z 23007KT 190V280 4000 -TSRA FEW013 FEW015CB FEW016TCU SCT160 27/25 Q1007 BECMG FM0945 TL1000 6000 NSW
2026-04-19 10:35 UTC,METAR WSSS 191030Z 36009KT 330V040 2000 TSRA FEW010 FEW013CB SCT014TCU BKN140 26/23 Q1008 RESHRA BECMG FM1050 TL1100 4000 BECMG FM1110 TL1120 6000 NSW
2026-04-19 11:32 UTC,METAR WSSS 191130Z VRB01KT 8000 -SHRA FEW016TCU FEW018CB BKN150 25/24 Q1008 RETS NOSIG
2026-04-19 12:53 UTC,METAR WSSS 191230Z 32005KT 9000 -RA FEW016 BKN160 27/25 Q1009 NOSIG
2026-04-19 13:57 UTC,METAR WSSS 191330Z 33002KT 6000 FEW016 BKN270 26/25 Q1009 NOSIG
2026-04-19 14:42 UTC,METAR WSSS 191430Z VRB02KT 6000 FEW016 BKN270 26/25 Q1009 NOSIG
2026-04-19 15:34 UTC,METAR WSSS 191530Z 32004KT 8000 FEW016 BKN270 26/25 Q1010 NOSIG
2026-04-19 16:35 UTC,METAR WSSS 191630Z 34004KT 6000 FEW016 BKN270 26/25 Q1010 NOSIG
